datetime,A2305
2022-12-06,5494.0
2022-12-07,5460.0
2022-12-08,5458.0
2022-12-09,5445.0
2022-12-12,5364.0
2022-12-13,5324.0
2022-12-14,5319.0
2022-12-15,5241.0
2022-12-16,5240.0
2022-12-19,5250.0
2022-12-20,5216.0
2022-12-21,5220.0
2022-12-22,5153.0
2022-12-23,5136.0
2022-12-26,5175.0
2022-12-27,5169.0
2022-12-28,5202.0
2022-12-29,5168.0
2022-12-30,5179.0
2023-01-03,5227.0
2023-01-04,5206.0
2023-01-05,5175.0
2023-01-06,5177.0
2023-01-09,5229.0
2023-01-10,5259.0
2023-01-11,5258.0
2023-01-12,5277.0
2023-01-13,5339.0
2023-01-16,5340.0
2023-01-17,5442.0
2023-01-18,5477.0
2023-01-19,5488.0
2023-01-20,5506.0
2023-01-30,5537.0
2023-01-31,5522.0
2023-02-01,5536.0
2023-02-02,5587.0
2023-02-03,5547.0
2023-02-06,5573.0
2023-02-07,5562.0
2023-02-08,5548.0
2023-02-09,5535.0
2023-02-10,5584.0
2023-02-13,5519.0
2023-02-14,5539.0
2023-02-15,5572.0
2023-02-16,5594.0
2023-02-17,5614.0
2023-02-20,5599.0
2023-02-21,5598.0
2023-02-22,5658.0
2023-02-23,5604.0
2023-02-24,5613.0
2023-02-27,5594.0
2023-02-28,5586.0
2023-03-01,5580.0
2023-03-02,5569.0
2023-03-03,5548.0
2023-03-06,5505.0
2023-03-07,5473.0
2023-03-08,5428.0
2023-03-09,5573.0
2023-03-10,5571.0
2023-03-13,5551.0
2023-03-14,5514.0
2023-03-15,5478.0
2023-03-16,5491.0
2023-03-17,5446.0
2023-03-20,5446.0
2023-03-21,5438.0
2023-03-22,5464.0
2023-03-23,5428.0
2023-03-24,5433.0
2023-03-27,5416.0
2023-03-28,5399.0
2023-03-29,5371.0
2023-03-30,5369.0
2023-03-31,5390.0
2023-04-03,5388.0
2023-04-04,5358.0
2023-04-06,5299.0
2023-04-07,5353.0
2023-04-10,5362.0
2023-04-11,5284.0
2023-04-12,5286.0
2023-04-13,5274.0
2023-04-14,5217.0
2023-04-17,5189.0
2023-04-18,5204.0
2023-04-19,5159.0
2023-04-20,5044.0
2023-04-21,4968.0
2023-04-24,5010.0
2023-04-25,4999.0
2023-04-26,4970.0
2023-04-27,4909.0
2023-04-28,4867.0
2023-05-04,4766.0
2023-05-08,5120.0
2023-05-09,5010.0
2023-05-10,4903.0
2023-05-11,4910.0
